drug_id,drug_name
D10139,Vatreptacog alfa; Vatreptacog alfa
D10140,Niraparib
D10141,Oclacitinib
D10142,Oclacitinib maleate
D10143,Ondelopran; Odelepran
D10144,Ondelopran hydrochloride; Odelepran hydrochloride
D10145,Olodaterol; Striverdi respimat
D10146,Orteronel
D10147,Pasireotide
D10148,Patiromer
D10149,Patiromer calcium
D10150,Pegnivacogin sodium
D10151,Plazomicin
D10152,Prucalopride succinate; Motegrity; Resolor
D10153,Radavirsen
D10154,Rigosertib
D10155,Rigosertib sodium
D10156,Romosozumab; Romosozumab; Romosozumab-aqqg; Evenity
D10157,Rucaparib phosphate
D10158,Safinamide
D10159,Alogliptin benzoate and pioglitazone hydrochloride; Liovel; Oseni; Incresync
D10160,Mitiglinide calcium hydrate and voglibose; Glubes
D10161,Sarilumab; Sarilumab; Kevzara
D10162,Samidorphan
D10163,Samidorphan l-malate
D10164,Sepantronium bromide
D10165,Setrobuvir
D10166,Sovaprevir
D10167,Sutezolid
D10168,Tanzisertib
D10169,Tavaborole; Kerydin
D10170,Tedatioxetine
D10171,Tedatioxetine hydrobromide
D10172,Teriflunomide; Aubagio
D10173,Tivantinib
D10174,Tozadenant
D10175,Trametinib
D10176,Trametinib dimethyl sulfoxide; Mekinist
D10177,Trebananib; Trebananib; Tovasanib
D10178,Trelagliptin
D10179,Trelagliptin succinate; Zafatek
D10180,Umeclidinium
D10181,Umeclidinium bromide; Incruse ellipta
D10182,Volasertib
D10183,Volasertib trihydrochloride; Volasertib hydrochloride
D10184,Vortioxetine; Brintellix
D10185,Vortioxetine hydrobromide; Brintellix; Trintellix
D10186,Bitopertin; Paliflutine
D10187,Pateclizumab
D10188,Naldemedine
D10189,Pictilisib; Pictrelisib
D10190,Tivozanib hydrochloride; Tivozanib hydrochloride monohydrate; Fotivda
D10191,Safinamide mesylate; Safinamide mesilate; Safinamide methanesulfonate; Xadago; Equfina
D10192,Recombinant adsorbed quadrivalent human papillomavirus virus-like particle vaccine; Gardasil; Silgard
D10193,"Live attenuated human rota virus vaccine, oral; Rotarix"
D10194,Remimazolam besylate; Remimazolam besilate; Anerem; Byfavo
D10195,Luseogliflozin hydrate; Lusefi
D10196,Ipragliflozin
D10197,Profluthrin
D10198,Calcipotriol hydrate; Calcipotriol monohydrate; Calcipotriene hydrate; Dovonex
D10199,Tapentadol hydrochloride; Nucynta
D10200,Ipragliflozin L-proline; Suglat
D10202,Bafetinib
D10203,Trabedersen
D10204,L-Arginine L-glutamate hydrate
D10205,Sodium phenylacetate and sodium benzoate; Ammonul; Ucephan
D10206,Olanzapine and fluoxetine hydrochloride; Symbyax
D10207,Chlordiazepoxide and amitriptyline hydrochloride; Chlordiazepoxide and amitriptyline hcl
D10208,Dextromethorphan hydrobromide and quinidine sulfate; Nuedexta
D10209,Hydralazine hydrochloride and isosorbide dinitrate; Bidil
D10210,"Rifampin, isoniazid and pyrazinamide; Rifater"
D10211,"Rotavirus vaccine, live, oral, pentavalent; Rotateq"
D10212,Recombinant adsorbed bivalent human papillomavirus-like particle vaccine; Cervarix
D10213,Pneumococcal polysaccharide conjugate vaccine; Prevenar
D10214,Adsorbed diphtheria-purified pertussis-tetanus-inactivated polio combined vaccine; Quattrovac; Tetrabik
D10215,Adsorbed influenza virus vaccine
D10216,"Apaflurane; 1,1,1,2,3,3,3-Heptafluoropropane"
D10217,Miripirium chloride; Quatresin
D10218,Enzalutamide; Xtandi
D10219,Abediterol
D10220,Abediterol napadisylate
D10221,Enobosarm
D10222,Gemcitabine elaidate
D10223,Ibrutinib; Imbruvica
D10224,Golvatinib
D10225,Sacubitril
D10226,Sacubitril valsartan sodium hydrate; Sacubitril mixture with valsartan; Entresto
D10227,Turoctocog alfa; Turoctocog alfa; Novoeight
D10228,Amifampridine; Ruzurgi
D10229,Masitinib
D10230,Quifenadine
D10231,Flutemetamol F 18; Vizamyl
D10232,Cinnamon twig; Cinamomi ramulus; Cinnamon branch; Keishi
D10233,Gentiana macrophylla root; Gentianae macrophyllae radix; Large gentian root
D10234,Agarwood; Powdered agarwood; Aquilariae resinatum lignum
D10235,Immature citrus unshiu peel; Citri unshiu pericarpium immaturus; Citrus immature fruit and fruit peel
D10236,Melia fruit; Meliae fructus
D10237,Common rush; Junci herba
D10238,Coix fruit with involucre; Coicis fructus cum involucris; Adlay
D10239,Hop strobile; Luppuli strobilus
D10240,Aralia root; Wakyoukatsu; Araliae cordatae radix
D10241,Boschniakia herb; Boschniakiae herba
D10242,Lipegfilgrastim; Lonquex
D10243,Irbesartan and amlodipine besilate; Aimix
D10244,Metformin hydrochloride and rosiglitazone maleate; Avandamet
D10245,"Bismuth subcitrate, tetracycline and metronidazole; Helidac; Pylera"
D10246,"Omeprazole, clarithromycin and amoxicillin; Omeclamox-pak"
D10247,Chlordiazepoxide hydrochloride and clidinium bromide; Chlordiazepoxide hydrochloride and clidinium buromide
D10248,Docusate sodium and sennosides
D10249,Irbesartan and hydrochlorothiazide; Avalide; Ifirmacombi
D10250,Buprenorphine and naloxone; Bunavail; Suboxone
D10251,Glimepiride and rosiglitazone maleate; Avandaryl
D10252,Fexofenadine hydrochloride and pseudoephedrine hydrochloride; Allegra-d
D10253,Alogliptin benzoate and metformin hydrochloride; Kazano; Vipdomet
D10254,Esflurbiprofen
D10255,Anagrelide hydrochloride hydrate; Anagrelide hydrochloride monohydrate; Agrylin
D10256,Albuterol sulfate and ipratropium bromide; Combivent
D10257,Ezetimibe and simvastatin; Vytorin
D10258,Simvastatin and sitagliptin phosphate; Juvisync
D10259,"Famotidine, calcium carbonate and magnesium hydroxide; Pepcid complete"
D10260,Glucarpidase; Glucarpidase; Voraxaze; Megludase
D10261,Metformin hydrochloride and sitagliptin phosphate; Janumet
D10262,Saxagliptin hydrochloride; Onglyza
D10263,Metformin hydrochloride and saxagliptin hydrochloride; Kombiglyze
D10264,Linagliptin and metformin hydrochloride; Jentaduet
D10265,Glipizide and metformin hydrochloride; Metaglip
D10266,Glyburide and metformin hydrochloride; Glibenclamide and metformin hydrochloride; Glucovance
D10267,Methyldopa and hydrochlorothiazide; Methyldopa and hydrochlorothiazide
D10268,Hydrochlorothiazide and lisinopril; Prinzide; Zestoretic
D10269,Hydrochlorothiazide and triamterene; Dyazide
D10270,Spironolactone and hydrochlorothiazide; Aldactazide
D10271,Amiloride hydrochloride and hydrochlorothiazide; Amiloride hydrochloride and hydrochlorothiazide
D10272,Nadolol and bendroflumethiazide; Corzide
D10273,Metoprolol and hydrochlorothiazide; Dutoprol; Lopressor hct
D10274,Propranolol hydrochloride and hydrochlorothiazide; Inderide; Propranolol hydrochloride and hydrochlorothiazide
D10275,Bisoprolol fumarate and hydrochlorothiazide; Ziac
D10276,Captopril and hydrochlorothiazide; Capozide
D10277,Enalapril maleate and hydrochlorothiazide; Vaseretic
D10278,Quinapril hydrochloride and hydrochlorothiazide; Accuretic
D10279,Benazepril hydrochloride and hydrochlorothiazide; Lotensin hct
D10280,Fosinopril and hydrochlorothiazide; Fosinopril sodium and hydrochlorothiazide
D10281,Moexipril hydrochloride and hydrochlorothiazide; Uniretic
D10282,Trandolapril and verapamil hydrochloride; Tarka
D10283,Eprosartan mesylate and hydrochlorothiazide; Teveten htc
D10284,Olmesartan medoxomil and hydrochlorothiazide; Benicar hct
D10285,Amlodipine besylate and olmesartan medoxomil; Azor
D10286,"Amlodipine, valsartan and hydrochlorothiazide; Exforge hct"
D10287,Aliskiren hemifumarate and valsartan; Valturna
D10288,"Olmesartan medoxomil, amlodipine besylate and hydrochlorothiazide; Tribenzor"
D10289,Aliskiren hemifumarate and hydrochlorothiazide; Tekturna hct
D10290,Aliskiren and amlodipine; Aliskiren and amlodipine; Tekamulo; Rasilamlo
D10291,"Aliskiren hemifumarate, amlodipine besylate and hydrochlorothiazide; Amturnide"
D10292,Niacin and lovastatin; Advicor
D10293,"Carbidopa, levodopa and entacapone; Stalevo"
D10294,Perphenazine and amitriptyline hydrochloride; Perphenazine and amitriptyline hydrochloride
D10295,Mometasone furoate and formoterol fumarate; Dulera
D10296,Ciprofloxacin hydrochloride and dexamethasone; Ciprodex
D10297,Theophylline and dextrose; Theophylline in dextrose
D10298,Brimonidine tartrate and timolol maleate; Combigan; Aibeta
D10299,Nystatin and triamcinolone acetonide; Nystatin and triamcinolone acetonide
D10300,Clotrimazole and betamethasone; Lotrisone
D10301,Chlorhexidine gluconate and alcohol; Prevantics
D10302,Prednisolone acetate and gentamicin; Pred-g
D10303,Kanroin
D10304,Aladorian
D10305,Aladorian sodium
D10306,Avatrombopag
D10307,Avatrombopag maleate; Doptelet
D10308,Baricitinib; Olumiant
D10309,Brexpiprazole; Rexulti
D10310,Balugrastim
D10311,Blisibimod
D10312,Clazakizumab
D10313,Ertugliflozin
D10314,Giminabant
D10315,Momelotinib
D10316,Nivolumab; Nivolumab; Opdivo
D10317,Omarigliptin
D10318,Oprozomib
D10319,Panobinostat; Farydak
D10320,Placulumab
D10321,Quisinostat
D10322,Quisinostat hydrochloride
D10323,Rilimogene glafolivec
D10324,Patidegib; Saridegib
D10325,Patidegib hydrochloride; Saridegib hydrochloride
D10326,Setipiprant
D10327,Tirasemtiv
D10328,Vocimagene amiretrorepvec
D10329,Zicronapine
D10330,Camicinal
D10331,Ozanezumab
D10332,Elubrixin
D10333,Elosulfase alfa; Elosulfase alfa; Vimizim
D10334,Rebastinib
D10335,Alirocumab; Praluent
D10336,Fasiglifam
D10337,Fasinumab; Fasinumab
D10338,Lasmiditan
D10339,Mafodotin
D10340,Avibactam sodium
D10341,Vorsetuzumab mafodotin
D10342,Vorsetuzumab
D10343,Delparantag
D10344,Nelipepimut-S; Neuvax
D10345,Filorexant
D10346,Recilisib
D10347,Ramatercept; Ace-031
D10348,Emixustat
D10349,Bevenopran
D10351,Algenpantucel-L
D10352,Dusigitumab
D10353,Demcizumab
D10354,Dupilumab; Dupilumab; Dupixent
D10355,Aripiprazole cavoxil
D10356,Inclacumab
D10357,Doxylamine succinate and pyridoxine hydrochloride; Diclegis
D10358,Momelotinib dihydrochloride
D10359,Migalastat
D10360,Actoxumab
D10361,Afoxolaner
D10362,Evodenoson
D10363,Emixustat hydrochloride
D10364,Aripiprazole lauroxil; Aristada
D10365,Gandotinib
D10366,Sofosbuvir; Sovaldi
D10367,Etirinotecan pegol
D10368,Entolimod
D10369,Eravacycline
D10370,Mavatrep
D10371,Methylsamidorphan
D10372,Palbociclib; Ibrance
D10373,Palifosfamide tromethamine
D10374,Lifitegrast; Xiidra
D10375,Naloxegol oxalate; Movantik; Moventig
D10376,Recilisib sodium
D10377,Sebelipase alfa; Sebelipase alfa; Kanuma
D10378,Vercirnon
D10379,Vercirnon sodium
D10380,Surotomycin
D10381,Afuresertib
D10382,Afuresertib hydrochloride
D10383,Aldoxorubicin
D10384,Aldoxorubicin Hydrochloride
D10385,Ezetimibe and atorvastatin; Atozet; Liptruzet
D10386,Cindunistat
D10387,Danirixin
D10388,Deferitazole
D10389,Deferitazole Magnesium
D10390,Pidilizumab
D10391,Telmapitant
D10392,Lifitegrast sodium
D10393,Deldeprevir; Neceprevir
D10394,Deldeprevir sodium; Neceprevir sodium
D10395,Nesvacumab
D10396,Nintedanib esylate; Nintedanib ethanesulfonate; Ofev
D10397,Rabusertib
D10398,Radium Ra 223 dichloride; Xofigo
D10399,Rebastinib Tosylate
D10400,Tildrakizumab; Tildrakizumab; Tildrakizumab-asmn; Ilumya
D10401,Trenonacog alfa
D10402,Fluralaner
D10403,Eluxadoline; Viberzi
D10404,Eldelumab
D10405,Cobimetinib
D10406,Dianexin
D10407,Vatiquinone
D10408,Vedroprevir
D10409,Quilizumab
D10410,Vantictumab
D10411,Tovetumab
D10412,Sisapronil
D10413,Pevonedistat
D10414,Brilacidin
D10415,Brilacidin tetrahydrochloride
D10416,Belnacasan
D10417,Birinapant
D10418,Delparantag pentahydrochloride
D10419,Cindunistat hydrochloride maleate
D10420,Elubrixin tosylate
D10421,Eravacycline dihydrochloride; Xerava
D10422,Etirinotecan pegol tetrahydrochloride
D10423,Ilorasertib
D10424,Lasmiditan succinate; lasmiditan hemisuccinate; Reyvow
D10425,Lomibuvir
D10426,Pimasertib
D10427,Etirinotecan pegol tetratriflutate
D10428,Tenofovir alafenamide
D10429,Tergenpumatucel-L
D10430,Treprostinil diolamine; Orenitram
D10431,Ulodesine
D10432,Ulodesine succinate; Ulodesine hemisuccinate monohydrate
D10433,Vibegron; Beova; Gemtesa
D10434,Vintafolide
D10435,Acorafloxacin; Avarofloxacin
D10436,Cebranopadol
D10437,Galunisertib
D10438,Guselkumab; Guselkumab; Tremfya
D10439,Imgatuzumab
D10440,Lampalizumab
D10441,Latanoprostene bunod; Vyzulta
D10442,Ledipasvir
D10443,Liafensine
D10444,Lirilumab
D10445,Lubabegron
D10446,Margetuximab; Margetuximab-cmkb; Margenza
D10447,Pegbovigrastim
D10448,Dried wine grape leaf extracts; antistax
D10449,Ibuprofen and scopolamine butylbromide
D10450,Alectinib hydrochloride; Alecensa
D10451,Olanexidine gluconate; Olanedine
D10452,Cabazitaxel acetonate; Cabazitaxel acetone; Jevtana
D10453,Bezlotoxumab; Bezlotoxumab; Zinplava
D10454,Cantuzumab ravtansine
D10455,Pneumococcal 13-valent conjugate vaccine; Prevnar 13; Prevenar 13
D10456,Delcasertib
D10457,Delcasertib acetate
D10458,Ketotifen fumarate and naphazoline hydrochloride
D10459,Empagliflozin; Jardiance
D10460,Enoticumab
D10461,Dienogest and estradiol valerate; Natazia
D10462,Faldaprevir sodium
D10463,Ripasudil hydrochloride hydrate; Glanatec
D10464,Firtecan pegol
D10465,Golvatinib tartrate
D10466,Vonoprazan fumarate; Takecab; Voquezna
D10467,Tipiracil hydrochloride
D10468,Cysteamine bitartrate; Mercaptamine bitartrate; Cystagon; Procysbi
D10469,Simeprevir sodium; Olysio; Sovriad
D10470,Strychnine nitrate
D10471,Idraparinux sodium
D10472,Imilecleucel-T; Tcelna
D10473,Insulin peglispro
D10474,Iodine povacrylex
D10475,Ioforminol
D10476,Lusutrombopag; Mulpleta
D10477,Mericitabine
D10478,Naldemedine tosylate; Naldemedine tosilate; Symproic
D10479,Naloxegol
D10480,Irbesartan and trichlormethiazide; Irtra
D10481,Nintedanib; Ofev
D10482,Ocaratuzumab
D10483,Peginterferon beta-1a; Plegridy
D10484,Pegnivacogin
D10485,Pexastimogene devacirepvec
D10486,Pimasertib hydrochloride
D10487,Rivipansel
D10488,Serelaxin; Serelaxin
D10489,Sodium glycerophosphate
D10490,Tafenoquine
D10491,Technetium tc 99m etarfolatide
D10492,Tildipirosin; Zuprevo [veterinary]
D10493,Trabodenoson
D10494,Vesencumab
D10495,Zicronapine succinate
D10496,Urea C14; Pytest
D10497,Pasireotide diaspartate; Signifor
D10498,Choline C-11; Choline C-11
D10499,Hoyokangoto
D10500,Metformin hydrochloride and repaglinide; Prandimet
D10501,Fluticasone furoate and vilanterol trifenatate; Breo ellipta; Relvar ellipita
D10502,Gemigliptin
D10503,Ethacizine
D10504,Meldonium
D10505,Glycopyrronium bromide and indacaterol maleate; Ultibro
D10506,Fluticasone propionate and formoterol fumarate hydrate; Flutiform
D10507,Cridanimod
D10508,Mebicar
D10509,Phenibut
D10510,Sequifenadine
D10511,Afamelanotide; Scenesse
D10512,Brinzolamide and timolol maleate; Azorga
D10513,Clopidogrel sulfate and aspirin; Clopidogrel and acetylsalicyclic acid; Complavin
D10514,Dacomitinib; Dacomitinib hydrate; Vizimpro
D10515,Zoledronic acid hemipentahydrate
D10516,Aripiprazole hydrate; Aripiprazole monohydrate; Abilify maintena
D10517,Crisantaspase; Enrylaze; Erwinase
D10518,Valaciclovir hydrochloride hydrate; Valaciclovir
D10519,"Rabeprazole, amoxicillin and clarithromycin; Rabecure"
D10520,"Rabeprazole, amoxicillin and metronidazole; Rabefine"
D10521,Cistanche herb; Cistanchis herba
D10522,Eftrenonacog alfa; Eftrenonacog alfa; Alprolix
D10523,Shinsentaitsuko
D10524,Azilsartan and amlodipine besilate; Zacras
D10525,Valsartan and cilnidipine; Atedio
D10526,Trifluridine and tipiracil hydrochloride; Lonsurf
D10527,Acetylsalicylic acid and lansoprazole; Acetylsalicylic acid and lansoprazole; Takelda
D10528,Aldosterone
D10529,Paraoxon
D10530,Sodium selenite; Aselend
D10531,Clindamycin phosphate hydrate
D10532,Catridecacog; Catridecacog; NovoThirteen
D10533,Umeclidinium bromide and vilanterol; Anoro
D10534,Calcipotriene and betamethasone dipropionate; Calcipotriol and betamethasone dipropionate; Dovobet; Enstilar; Taclonex
D10535,"Meningococcus A,C,Y,W-135, tetravalent purified polysaccharides antigen conjugated; Menactra; Nimenrix"
D10536,Japanese cedar pollen extract
D10537,Methylthioninium chloride hydrate; Methylene blue
D10538,Nonacog gamma; Nonacog gamma; Rixubis
D10539,Efraloctocog alfa; Eloctate
D10540,Abrilumab
D10541,Aducanumab; Aducanumab; Aduhelm
D10542,Alectinib
D10543,Apitolisib
D10544,Acorafloxacin hydrochloride; Avarofloxacin hydrochloride
D10545,Batefenterol
D10546,Batefenterol succinate
D10547,Brincidofovir; Tembexa
D10548,Cabotegravir; Vocabria; Apretude
D10549,Cabotegravir sodium; Vocabria
D10550,Censavudine; Festinavir
D10551,Ceritinib; Zykadia
D10552,Dactolisib
D10553,Dasabuvir
D10554,Deleobuvir
D10555,Duvelisib
D10556,Fimasartan
D10557,Evolocumab; Evolocumab; Repatha
D10558,Umifenovir
D10559,Dinutuximab; Dinutuximab; Unituxin
D10560,Idelalisib; Zydelig
D10561,Fabomotizole
D10562,Macimorelin acetate; Macrilen
D10563,Macimorelin
D10564,Amenamevir; Amenalief
D10565,Pefcalcitol
D10566,Pasireotide pamoate; Signifor lar
D10567,Fasiglifam hydrate; Fasiglifam hemihydrate
D10568,Pitavastatin calcium hydrate; Livalo
D10569,Tafluprost and timolol maleate; Tapcom
D10570,Insulin degludec and insulin aspart; Ryzodeg
D10571,"Rilpivirine hydrochloride, tenofovir disoproxil fumarate and emtricitabine; Complera; Eviplera"
D10572,Fosnetupitant and palonosetron hydrochloride; Netupitant and palonosetron hydrochloride; Akynzeo
D10573,Sodium hyaluronate crosslinked polymer; Synvisc
D10574,Pembrolizumab; Pembrolizumab; Keytruda
D10575,Finafloxacin; Xtoro
D10576,Ombitasvir
D10577,Ceftolozane sulfate and tazobactam sodium; Zerbaxa
D10578,Ledipasvir and sofosbuvir; Harvoni
D10579,Conjugated estrogens and bazedoxifene acetate; Oestrogens conjugated with bazedoxifene acetate; Duavee; Duavive
D10580,Paritaprevir
D10581,Dasabuvir sodium hydrate; Dasabuvir sodium monohydrate; Exviera
D10582,"Dasabuvir, ombitasvir, paritaprevir and ritonavir; Viekira pak"
D10583,Aftobetin
D10584,Buparlisib
D10585,Decernotinib; Adelatinib
D10586,Dapagliflozin and metformin; Xigduo xr
D10587,Canagliflozin and metformin; Invokamet
D10588,Empagliflozin and linagliptin; Glyxambi
D10589,Azilsartan medoxomil and chlorthalidone; Edarbyclor
D10590,Norgestimate and ethinyl estradiol; Mononessa; Trinessa
D10591,Clonidine and chlorthalidone; Clorpres
D10592,Atenolol and chlorthalidone; Tenoretic
D10593,Roxadustat; Evrenzo
D10594,Rovatirelin hydrate; Rovatirelin trihydrate
D10595,Asfotase alfa; Asfotase alfa; Strensiq
D10596,Pemetrexed sodium hemipentahydrate; Pemetrexed disodium hemipentahydrate; Pemetrexed accord
D10597,Paritaprevir hydrate; Paritaprevir dihydrate
D10598,Ombitasvir hydrate; Ombitasvir heminonahydrate
D10599,Ledipasvir acetonate
D10600,"Dolutegravir, abacavir and lamivudine; Triumeq"
D10601,Pneumococcal 10-valent conjugate vaccine; Synflorix
D10602,Clindamycin phosphate and benzoyl peroxide; Duac; Onexton
D10603,Mite allergen extract
D10604,Binimetinib; Mektovi
D10605,Tenofovir alafenamide fumarate; Vemlidy
D10606,Raloxifene hydrochloride hydrate
D10607,Aftobetin hydrochloride
D10609,Buparlisib hydrochloride
D10610,Beclabuvir
D10611,Beclabuvir hydrochloride
D10612,Benzhydrocodone
D10613,Bradanicline
D10614,Briciclib
D10615,Cobimetinib fumarate; Cobimetinib hemifumarate; Cotellic
D10616,Dactolisib tosylate
D10617,Dagrocorat
D10618,Defactinib
D10619,Defactinib hydrochloride
D10620,Bimagrumab
D10621,Bococizumab; Bococizumab
D10622,Deleobuvir sodium
D10623,Dianhydrogalactitol
D10624,Doravirine; Pifeltro
D10625,Elbasvir; Erelsa
D10626,Encenicline
D10627,Esketamine hydrochloride; Spravato
D10628,Esuberaprost
D10629,Etiguanfacine
D10630,Fedratinib
D10631,Fevipiprant
